,level_0,index,open,close,high,low,volume,money,datetime,date,MACD,MACDsignal,MACDhist,RSI5,RSI12,RSI30,SAR,slowk,slowd,upper,middle,lower,MOM,rsv,reseau,thh_sale,thh_buy,opt_result,money_total,stk_amount,total_earn
14,14,2019-01-02 10:45:00,4.97,4.98,4.98,4.96,952663.0,4738912.0,2019-01-02 10:45:00,2019-01-02,,,,46.15045574362901,29.127516778524015,,4.998,34.444444444444535,31.904761904761727,,,,-0.009999999999999787,,,,,,,,
15,15,2019-01-02 10:50:00,4.97,4.97,4.98,4.97,1438547.0,7163296.0,2019-01-02 10:50:00,2019-01-02,,,,38.3201009219997,27.21468475658459,,4.9961,31.666666666666732,31.137566137566058,,,,-0.020000000000000462,,,,,,,,
16,16,2019-01-02 10:55:00,4.97,4.97,4.98,4.96,4069045.0,20241568.0,2019-01-02 10:55:00,2019-01-02,,,,38.3201009219997,27.21468475658459,,4.994295,33.333333333333336,33.1481481481482,,,,0.0,,,,,,,,
17,17,2019-01-02 11:00:00,4.96,4.96,4.97,4.96,507077.0,2519072.0,2019-01-02 11:00:00,2019-01-02,,,,30.2899452846845,25.24193019790559,,4.9925802500000005,16.6666666666663,27.22222222222212,,,,-0.009999999999999787,,,,,,,,
18,18,2019-01-02 11:05:00,4.97,4.97,4.97,4.96,736657.0,3659776.0,2019-01-02 11:05:00,2019-01-02,,,,44.759757840881306,30.72045152991357,,4.990951237500001,16.6666666666663,22.222222222221976,,,,0.009999999999999787,,,,,,,,
19,19,2019-01-02 11:10:00,4.96,4.96,4.97,4.96,823935.0,4093280.0,2019-01-02 11:10:00,2019-01-02,,,,35.53872889902873,28.446298908378452,,4.989403675625001,8.33333333333315,13.888888888888582,,,,-0.020000000000000462,,,,,,,,
20,20,2019-01-02 11:15:00,4.97,4.97,4.97,4.96,1300529.0,6462528.0,2019-01-02 11:15:00,2019-01-02,,,,48.739142447778356,33.79298379675914,,4.987933491843751,24.999999999999076,16.666666666666174,,,,0.0,,,,,,,,
21,21,2019-01-02 11:20:00,4.97,4.98,4.98,4.96,839283.0,4172384.0,2019-01-02 11:20:00,2019-01-02,,,,59.18642466201944,38.78311829579413,,4.986536817251563,49.99999999999926,27.77777777777716,,,,0.010000000000000675,,,,,,,,
22,22,2019-01-02 11:25:00,4.97,4.97,4.98,4.97,243569.0,1212064.0,2019-01-02 11:25:00,2019-01-02,,,,47.16960129530116,35.83650938656341,,4.985209976388985,66.6666666666652,47.22222222222118,,,,0.009999999999999787,,,,,,,,
23,23,2019-01-02 11:30:00,4.97,4.97,4.98,4.97,428255.0,2131168.0,2019-01-02 11:30:00,2019-01-02,,,,47.16960129530116,35.8365093865634,,4.983949477569536,66.6666666666652,61.111111111109885,,,,0.0,,,,,,,,
24,24,2019-01-02 13:05:00,4.97,4.97,4.98,4.96,1431447.0,7117984.0,2019-01-02 13:05:00,2019-01-02,,,,47.16960129530116,35.8365093865634,,4.9827520036910595,49.99999999999778,61.11111111110939,4.9778575362931985,4.96985753629264,4.961857536292081,0.009999999999999787,,,,,,,,
25,25,2019-01-02 13:10:00,4.97,4.96,4.98,4.96,2488198.0,12359744.0,2019-01-02 13:10:00,2019-01-02,,,,33.77581317376344,32.61902511529263,,4.981614403506507,33.33333333333186,49.99999999999827,4.981707701966314,4.969058591325318,4.956409480684322,-0.009999999999999787,,,,,,,,
26,26,2019-01-02 13:15:00,4.97,4.97,4.97,4.96,510106.0,2534048.0,2019-01-02 13:15:00,2019-01-02,,,,51.123787668366596,38.629880271351546,,4.980533683331181,33.33333333333186,38.88888888888716,4.976392566810675,4.968392566809229,4.960392566807782,-0.010000000000000675,,,,,,,,
27,27,2019-01-02 13:20:00,4.96,4.96,4.97,4.96,574834.0,2853696.0,2019-01-02 13:20:00,2019-01-02,,,,38.51284053353245,35.20394705506675,,4.98,16.66666666666593,27.777777777776546,4.97682380836195,4.967025849390133,4.957227890418316,-0.009999999999999787,,,,,,,,
28,28,2019-01-02 13:25:00,4.97,4.96,4.97,4.96,553119.0,2746464.0,2019-01-02 13:25:00,2019-01-02,,,,38.51284053353244,35.203947055066756,,4.979,16.66666666666593,22.222222222221234,4.975025052885524,4.965227093915157,4.95542913494479,-0.009999999999999787,,,,,,,,
29,29,2019-01-02 13:30:00,4.96,4.98,4.98,4.96,2558460.0,12708128.0,2019-01-02 13:30:00,2019-01-02,,,,65.27833416628573,46.497631657561556,,4.96,33.333333333333336,22.222222222221728,4.981749544995741,4.965749544996399,4.949749544997057,0.010000000000000675,,,,,,,,
30,30,2019-01-02 13:35:00,4.97,4.96,4.98,4.96,1210117.0,6011648.0,2019-01-02 13:35:00,2019-01-02,,,,42.27521720152183,39.06901243372598,34.37500000000024,4.98,33.333333333333336,27.777777777777526,4.981793070122717,4.965793070123375,4.949793070124033,0.0,,,,,,,,
31,31,2019-01-02 13:40:00,4.97,4.96,4.97,4.96,1245717.0,6189408.0,2019-01-02 13:40:00,2019-01-02,,,,42.27521720152183,39.06901243372598,34.37500000000024,4.98,33.333333333333336,33.33333333333332,4.981022254409958,4.965022254410616,4.9490222544112745,-0.009999999999999787,,,,,,,,
32,32,2019-01-02 13:45:00,4.97,4.97,4.98,4.96,573998.0,2852384.0,2019-01-02 13:45:00,2019-01-02,,,,54.7363433073741,44.35860699513094,36.49863368330234,4.96,16.66666666666593,27.77777777777752,4.980956940414157,4.964956940414815,4.948956940415473,0.009999999999999787,,,,,,,,
33,33,2019-01-02 13:50:00,4.97,4.96,4.98,4.96,512716.0,2546656.0,2019-01-02 13:50:00,2019-01-02,-0.008077891794981085,-0.009983603720544743,0.0019057119255636579,43.10494154367447,40.52106145494729,35.31638249986823,4.98,16.66666666666593,22.222222222221717,4.980444114250237,4.964444114250895,4.948444114251553,0.0,,,,,,,,
34,34,2019-01-02 13:55:00,4.96,4.97,4.97,4.96,742086.0,3683584.0,2019-01-02 13:55:00,2019-01-02,-0.007141749571007772,-0.009415232890637348,0.002273483319629576,55.04582199341523,45.65039127665327,37.413566852068335,4.98,33.33333333333186,22.222222222221223,4.974470631444767,4.964672672475125,4.9548747135054825,-0.010000000000000675,,,,,,,,
35,35,2019-01-02 14:00:00,4.97,4.97,4.97,4.96,2067043.0,10261824.0,2019-01-02 14:00:00,2019-01-02,-0.006326917349136707,-0.00879756978233722,0.002470652433200512,55.045821993415224,45.65039127665327,37.413566852068335,4.98,33.33333333333186,27.77777777777653,4.975347956576642,4.9655499976055495,4.955752038634457,0.009999999999999787,,,,,,,,
36,36,2019-01-02 14:05:00,4.97,4.96,4.97,4.96,1852812.0,9194720.0,2019-01-02 14:05:00,2019-01-02,-0.006414135211213257,-0.008320882868112427,0.0019067476568991708,41.452336140686185,41.40136694325906,36.158968103048984,4.979,33.33333333333186,33.33333333333184,4.975339041425397,4.965541082454305,4.955743123483212,0.0,,,,,,,,
37,37,2019-01-02 14:10:00,4.97,4.96,4.97,4.96,1350641.0,6707104.0,2019-01-02 14:10:00,2019-01-02,-0.006409372736074559,-0.007938580841704854,0.001529208105630295,41.45233614068619,41.40136694325907,36.15896810304898,4.97805,16.66666666666593,27.777777777776524,4.974514172661767,4.9647162136914,4.954918254721033,-0.009999999999999787,,,,,,,,
38,38,2019-01-02 14:15:00,4.97,4.97,4.97,4.96,3186541.0,15837408.0,2019-01-02 14:15:00,2019-01-02,-0.005534879369672119,-0.007457840547298307,0.001922961177626188,57.753462785075435,47.245030598099014,38.370586945876155,4.9771475,16.66666666666593,22.222222222221216,4.974471760243891,4.964673801272799,4.954875842301706,0.009999999999999787,,,,,,,,
39,39,2019-01-02 14:20:00,4.97,4.97,4.98,4.96,3156159.0,15696672.0,2019-01-02 14:20:00,2019-01-02,-0.004786659445913166,-0.006923604327021279,0.0021369448811081127,57.753462785075435,47.245030598099014,38.370586945876155,4.96,33.33333333333186,22.222222222221216,4.975204877187154,4.965406918216061,4.955608959244969,0.0,,,,,,,,
40,40,2019-01-02 14:25:00,4.97,4.96,4.98,4.96,2205167.0,10968640.0,2019-01-02 14:25:00,2019-01-02,-0.00494361922705977,-0.006527607307028977,0.0015839880799692072,40.24522499317783,42.23286520050875,36.99892831140343,4.98,33.33333333333186,27.77777777777652,4.975156192111886,4.965358233141519,4.955560274171152,-0.009999999999999787,,,,,,,,
41,41,2019-01-02 14:30:00,4.96,4.97,4.98,4.96,2351016.0,11678144.0,2019-01-02 14:30:00,2019-01-02,-0.004212535075797774,-0.0060645928607827365,0.0018520577849849623,56.666261836497775,48.2249549015824,39.245644796596466,4.96,33.33333333333186,33.33333333333183,4.975520824379321,4.965722865408228,4.955924906437136,0.009999999999999787,,,,,,,,
42,42,2019-01-02 14:35:00,4.97,4.97,4.98,4.97,2532779.0,12604928.0,2019-01-02 14:35:00,2019-01-02,-0.0035917422498714657,-0.005570022738600482,0.0019782804887290163,56.66626183649779,48.2249549015824,39.24564479659646,4.96,33.33333333333186,33.33333333333183,4.974523083973915,4.9665230839724686,4.958523083971022,0.009999999999999787,,,,,,,,
43,43,2019-01-02 14:40:00,4.97,4.96,4.98,4.96,1632943.0,8113120.0,2019-01-02 14:40:00,2019-01-02,-0.003862155366312514,-0.005228449264142889,0.0013662938978303745,39.64377550377648,42.92594788692004,37.80295615999015,4.98,33.33333333333186,33.33333333333183,4.976133051785639,4.9663350928138215,4.956537133842004,-0.009999999999999787,,,,,,,,
44,44,2019-01-02 14:45:00,4.96,4.96,4.97,4.96,2158917.0,10724160.0,2019-01-02 14:45:00,2019-01-02,-0.004030004328011039,-0.004988760276916518,0.0009587559489054797,39.64377550377648,42.92594788692004,37.80295615999015,4.98,16.66666666666593,27.777777777776517,4.97510396600434,4.965306007033973,4.9555080480636065,-0.009999999999999787,,,,,,,,
45,45,2019-01-02 14:50:00,4.97,4.96,4.97,4.96,5013252.0,24896964.0,2019-01-02 14:50:00,2019-01-02,-0.004115583949534596,-0.004814125011440134,0.0006985410619055384,39.64377550377648,42.925947886920035,37.802956159990146,4.98,0.0,16.666666666665897,4.973706543934522,4.963908584964155,4.954110625993788,0.0,,,,,,,,
46,46,2019-01-02 14:55:00,4.97,4.97,4.97,4.95,4827000.0,23952122.0,2019-01-02 14:55:00,2019-01-02,-0.0033380114712473485,-0.004518902303401577,0.0011808908321542287,61.96156282483025,50.05138910400848,40.23514226340059,4.979,22.222222222221564,12.962962962962465,4.973492420834699,4.963694461865057,4.9538965028954145,0.0,,,,,,,,
47,47,2019-01-02 15:00:00,4.96,4.98,4.98,4.96,3243334.0,16126336.0,2019-01-02 15:00:00,2019-01-02,-0.0018930414501241444,-0.003993730132746091,0.0021006886826219467,73.98564896137414,56.038704027192566,42.558808542126044,4.95,55.555555555554896,25.925925925925455,4.981672799400763,4.965672799401421,4.949672799402079,0.010000000000000675,,,,,,,,
48,48,2019-01-03 09:35:00,4.96,4.98,4.99,4.96,4231285.0,21061282.0,2019-01-03 09:35:00,2019-01-03,-0.0007393693087873743,-0.0033428579679543476,0.0026034886591669733,73.98564896137412,56.03870402719258,42.558808542126044,4.95,80.55555555555509,52.777777777777146,4.986835877603041,4.968947333784175,4.95105878996531,0.020000000000000462,,,,,,,,
49,49,2019-01-03 09:40:00,4.99,4.99,5.0,4.98,2919168.0,14567766.0,2019-01-03 09:40:00,2019-01-03,0.0009706515348106848,-0.002480156067401341,0.0034508076022120257,82.5864215680158,61.527047971689974,44.853337854775106,4.954000000000001,85.0000000000003,73.7037037037034,4.994050187888333,4.973654109834975,4.953258031781616,0.03000000000000025,,,,,,,,
50,50,2019-01-03 09:45:00,5.0,4.99,5.01,4.98,4759868.0,23777544.0,2019-01-03 09:45:00,2019-01-03,0.0022993498990562244,-0.001524254874109828,0.0038236047731660524,82.5864215680158,61.52704797168996,44.8533378547751,4.96,73.88888888888935,79.81481481481488,4.993713787792404,4.978747158247586,4.963780528702768,0.03000000000000025,,,,,,,,
51,51,2019-01-03 09:50:00,4.99,5.0,5.01,4.99,3555911.0,17775936.0,2019-01-03 09:50:00,2019-01-03,0.004111870271054308,-0.0003970298450770009,0.004508900116131308,88.51792579797666,66.50377499517661,47.11410854222227,4.97,76.66666666666704,78.51851851851886,4.999465553398212,4.984498923853394,4.969532294308576,0.03000000000000025,,,,,,,,
52,52,2019-01-03 09:55:00,5.0,5.0,5.0,4.99,1737762.0,8684816.0,2019-01-03 09:55:00,2019-01-03,0.005485077169103292,0.0007793915577590576,0.004705685611344234,88.51792579797666,66.50377499517663,47.114108542222276,4.978,77.77777777777813,76.11111111111147,5.005042614843919,4.9900759852981516,4.975109355752384,0.019999999999999574,,,,,,,,
53,53,2019-01-03 10:00:00,5.0,5.0,5.0,4.99,1438548.0,7183000.0,2019-01-03 10:00:00,2019-01-03,0.00649844351749973,0.0019232019497071923,0.004575241567792538,88.51792579797664,66.50377499517663,47.114108542222276,4.9844,83.3333333333336,79.25925925925954,5.00457888446547,4.994780925495103,4.984982966524736,0.019999999999999574,,,,,,,,
54,54,2019-01-03 10:05:00,4.99,5.01,5.01,4.99,4342577.0,21710112.0,2019-01-03 10:05:00,2019-01-03,0.008016055972595915,0.0031417727542849367,0.004874283218310978,93.105034009904,71.32025040072094,49.410103064558015,4.98952,88.88888888888907,83.33333333333356,5.012124223574512,4.99947511293464,4.986826002294768,0.019999999999999574,,,,,,,,
55,55,2019-01-03 10:10:00,5.01,5.0,5.01,5.0,1866384.0,9335264.0,2019-01-03 10:10:00,2019-01-03,0.008315996716929952,0.00417661754681394,0.004139379170116012,62.09580773798729,61.64966501602191,47.28641528895609,4.99,87.77777777777798,86.66666666666686,5.010626189981894,5.002626189982223,4.994626189982553,0.009999999999999787,,,,,,,,
56,56,2019-01-03 10:15:00,5.0,5.0,5.01,4.99,1689215.0,8446824.0,2019-01-03 10:15:00,2019-01-03,0.008456223833237964,0.005032538804098745,0.003423685029139219,62.09580773798731,61.64966501602191,47.28641528895609,5.01,86.6666666666669,87.77777777777796,5.012191869728602,5.004191869728931,4.996191869729261,0.0,,,,,,,,
57,57,2019-01-03 10:20:00,5.0,5.0,5.0,4.99,1398666.0,6987968.0,2019-01-03 10:20:00,2019-01-03,0.008469721159880983,0.005719975275255192,0.0027497458846257906,62.09580773798729,61.64966501602191,47.28641528895609,5.01,75.55555555555578,83.33333333333353,5.01259354462144,5.00459354462177,4.996593544622099,0.0,,,,,,,,
58,58,2019-01-03 10:25:00,4.99,4.98,5.0,4.98,2193474.0,10945776.0,2019-01-03 10:25:00,2019-01-03,0.006788333354147191,0.005933646891033592,0.000854686463113599,26.98642629494246,45.596324478246416,43.17745698973533,5.01,48.888888888889,70.37037037037052,5.021552647770677,5.001956729828493,4.982360811886308,-0.019999999999999574,,,,,,,,
59,59,2019-01-03 10:30:00,4.98,4.98,4.99,4.98,870185.0,4337408.0,2019-01-03 10:30:00,2019-01-03,0.005393646801459262,0.005825646873118726,-0.00043200007165946405,26.98642629494246,45.596324478246416,43.17745698973533,5.007,22.222222222222218,48.888888888888964,5.016982680636817,4.997386762694269,4.977790844751722,-0.02999999999999936,,,,,,,,
60,60,2019-01-03 10:35:00,4.98,4.98,4.99,4.98,1392193.0,6936256.0,2019-01-03 10:35:00,2019-01-03,0.004239477601473141,0.005508413018789609,-0.0012689354173164684,26.98642629494247,45.596324478246416,43.17745698973533,5.0043,0.0,23.7037037037037,5.011914114654833,4.992318196712649,4.972722278770465,-0.019999999999999574,,,,,,,,
61,61,2019-01-03 10:40:00,4.98,4.98,4.99,4.98,784890.0,3909984.0,2019-01-03 10:40:00,2019-01-03,0.0032869008481917206,0.005064110584670031,-0.0017772097364783107,26.98642629494247,45.59632447824641,43.17745698973533,5.00187,0.0,7.407407407407367,5.00373340493853,4.9877334049396325,4.971733404940735,-0.019999999999999574,,,,,,,,
62,62,2019-01-03 10:45:00,4.98,4.98,4.99,4.98,725903.0,3615888.0,2019-01-03 10:45:00,2019-01-03,0.0025031224705696076,0.004551912961849947,-0.0020487904912803393,26.98642629494247,45.596324478246416,43.17745698973534,4.999683,0.0,-3.907985046680551e-14,4.984096094965285,4.984096094965285,4.984096094965285,-0.019999999999999574,,,,,,,,
63,63,2019-01-03 10:50:00,4.98,4.98,4.99,4.98,1211996.0,6038032.0,2019-01-03 10:50:00,2019-01-03,0.0018605254798913506,0.004013635465458227,-0.0021531099855668766,26.98642629494247,45.59632447824642,43.17745698973534,4.9977147,0.0,-3.907985046680551e-14,4.981498157498752,4.981498157498752,4.981498157498752,0.0,,,,,,,,
64,64,2019-01-03 10:55:00,4.98,4.97,4.99,4.97,2506887.0,12474240.0,2019-01-03 10:55:00,2019-01-03,0.0005381429318678244,0.0033185369587401467,-0.0027803940268723223,12.984059082942967,37.39088554287337,40.9945701437146,4.99594323,0.0,-3.907985046680551e-14,4.986656124521678,4.978656124523784,4.97065612452589,-0.010000000000000675,,,,,,,,
65,65,2019-01-03 11:00:00,4.97,4.98,4.98,4.97,1486467.0,7397424.0,2019-01-03 11:00:00,2019-01-03,0.00029367634373667073,0.0027135648357394515,-0.0024198884920027808,47.217763075758306,47.66516555738241,43.92715130743455,4.9920517454999995,11.11111111111177,3.703703703703884,4.9849114372296,4.976911437231706,4.968911437233812,0.0,,,,,,,,
66,66,2019-01-03 11:05:00,4.97,4.98,4.99,4.97,1317232.0,6557120.0,2019-01-03 11:05:00,2019-01-03,9.87959531064675e-05,0.0021906110592128545,-0.002091815106106387,47.217763075758306,47.66516555738241,43.927151307434556,4.97,22.22222222222354,11.11111111111173,4.984282054466002,4.976282054468108,4.9682820544702135,0.0,,,,,,,,
67,67,2019-01-03 11:10:00,4.98,4.98,4.99,4.97,1736196.0,8643872.0,2019-01-03 11:10:00,2019-01-03,-5.501399343366131e-05,0.0017414860486835513,-0.0017965000421172126,47.217763075758306,47.66516555738241,43.927151307434556,4.99,38.88888888889095,24.074074074075384,4.984412587669015,4.9764125876711205,4.968412587673226,0.0,,,,,,,,
68,68,2019-01-03 11:15:00,4.98,4.97,4.99,4.97,2597193.0,12928128.0,2019-01-03 11:15:00,2019-01-03,-0.0009726142194308451,0.0011986659950606721,-0.0021712802144915173,26.70089867238174,39.29368491057917,41.63628469857106,4.97,27.777777777779182,29.629629629631186,4.985569494561031,4.975771535589939,4.965973576618846,-0.010000000000000675,,,,,,,,
69,69,2019-01-03 11:20:00,4.97,4.97,4.98,4.96,2206525.0,10960688.0,2019-01-03 11:20:00,2019-01-03,-0.0016804478526823985,0.000622843225512058,-0.0023032910781944564,26.700898672381747,39.29368491057916,41.63628469857106,4.99,27.777777777778198,31.481481481482742,4.98426615955566,4.9744682005845675,4.964670241613475,0.0,,,,,,,,
70,70,2019-01-03 11:25:00,4.96,4.97,4.98,4.96,4022378.0,19968912.0,2019-01-03 11:25:00,2019-01-03,-0.002215867960185136,5.510098837261919e-05,-0.0022709689485577553,26.700898672381747,39.29368491057916,41.63628469857106,4.99,22.222222222221575,25.925925925926283,4.982742687231828,4.9729447282600105,4.963146769288193,-0.010000000000000675,,,,,,,,
71,71,2019-01-03 11:30:00,4.97,4.97,4.98,4.97,799820.0,3977136.0,2019-01-03 11:30:00,2019-01-03,-0.0026101045918736077,-0.00047794012767662616,-0.0021321644641969814,26.700898672381747,39.29368491057916,41.63628469857107,4.9885,33.333333333332355,27.777777777777345,4.979549174944696,4.971549174945025,4.963549174945355,-0.010000000000000675,,,,,,,,
72,72,2019-01-03 13:05:00,4.98,4.97,4.98,4.96,1529377.0,7604832.0,2019-01-03 13:05:00,2019-01-03,-0.002889234664086082,-0.0009601990349585173,-0.0019290356291275649,26.700898672381747,39.29368491057916,41.63628469857106,4.987075,33.333333333332355,29.629629629628727,4.970457901732896,4.9704577825236065,4.970457663314317,-0.010000000000000675,,,,,,,,
73,73,2019-01-03 13:10:00,4.97,4.96,4.98,4.96,777060.0,3861184.0,2019-01-03 13:10:00,2019-01-03,-0.003872721362667697,-0.0015427035005003533,-0.002330017862167344,11.479137516240577,30.90684048674049,39.2134798716125,4.98572125,22.222222222221575,29.629629629628727,4.97654317601714,4.968543176015693,4.960543176014246,-0.009999999999999787,,,,,,,,
74,74,2019-01-03 13:15:00,4.96,4.96,4.97,4.96,875614.0,4346400.0,2019-01-03 13:15:00,2019-01-03,-0.004599125797594361,-0.002153987959919155,-0.002445137837675206,11.479137516240579,30.906840486740485,39.2134798716125,4.9844351875,11.111111111110793,22.222222222221543,4.9759379948775795,4.966140035907937,4.956342076938295,-0.009999999999999787,,,,,,,,
75,75,2019-01-03 13:20:00,4.96,4.96,4.97,4.96,941388.0,4672032.0,2019-01-03 13:20:00,2019-01-03,-0.005115834391367535,-0.002746357246208831,-0.002369477145158704,11.47913751624058,30.90684048674049,39.2134798716125,4.983213428125,9.473903143468002e-15,11.111111111110759,4.9735744617567645,4.963776502787848,4.953978543818931,-0.009999999999999787,,,,,,,,
76,76,2019-01-03 13:25:00,4.96,4.96,4.97,4.96,2027058.0,10058912.0,2019-01-03 13:25:00,2019-01-03,-0.00546236295467839,-0.003289558387902743,-0.002172804566775647,11.47913751624058,30.906840486740485,39.21347987161249,4.982052756718749,9.473903143468002e-15,3.7037037037035705,4.969801481360447,4.961801481362553,4.953801481364659,-0.009999999999999787,,,,,,,,
77,77,2019-01-03 13:30:00,4.96,4.97,4.97,4.96,1486571.0,7381152.0,2019-01-03 13:30:00,2019-01-03,-0.004873889744113846,-0.003606424659144964,-0.0012674650849688824,62.98996727012663,46.945052814043095,43.0112495494654,4.980950118882812,16.666666666665936,5.5555555555552845,4.969519048789552,4.961519048792546,4.95351904879554,0.0,,,,,,,,
78,78,2019-01-03 13:35:00,4.97,4.97,4.97,4.96,1974440.0,9802592.0,2019-01-03 13:35:00,2019-01-03,-0.004357292331345519,-0.003756598193585075,-0.0006006941377604443,62.98996727012663,46.94505281404309,43.011249549465404,4.979902612938671,33.333333333331865,16.666666666665904,4.972342612800111,4.962544653831195,4.952746694862278,0.009999999999999787,,,,,,,,
79,79,2019-01-03 13:40:00,4.96,4.97,4.97,4.96,1265135.0,6280928.0,2019-01-03 13:40:00,2019-01-03,-0.00390289501557195,-0.00378585755798245,-0.0001170374575895001,62.98996727012663,46.945052814043095,43.01124954946541,4.978907482291738,49.99999999999779,33.33333333333183,4.973989624706138,4.964191665737221,4.954393706768305,0.009999999999999787,,,,,,,,
80,80,2019-01-03 13:45:00,4.96,4.96,4.97,4.95,2105360.0,10444928.0,2019-01-03 13:45:00,2019-01-03,-0.004300129084231941,-0.003888711863232348,-0.0004114172209995926,29.482295853822492,36.07382142130139,40.22879466239826,4.977962108177151,44.444444444442645,42.592592592590734,4.974554384234373,4.964756425265456,4.95495846629654,0.0,,,,,,,,
81,81,2019-01-03 13:50:00,4.96,4.96,4.97,4.96,937524.0,4652192.0,2019-01-03 13:50:00,2019-01-03,-0.004562348037350894,-0.004023439098056057,-0.0005389089392948366,29.48229585382249,36.07382142130139,40.22879466239825,4.975165897359435,38.8888888888875,44.44444444444261,4.97410363364166,4.964305674672744,4.954507715703827,0.0,,,,,,,,
82,82,2019-01-03 13:55:00,4.97,4.97,4.97,4.95,2278456.0,11303200.0,2019-01-03 13:55:00,2019-01-03,-0.0039180768691409185,-0.004002366652273029,8.428978313211079e-05,61.490478383168714,49.88507537815063,44.098817937797456,4.972649307623492,55.55555555555491,46.29629629629499,4.9742823781216385,4.964484419152722,4.954686460183805,0.0,,,,,,,,
83,83,2019-01-03 14:00:00,4.96,4.96,4.97,4.96,1868055.0,9271360.0,2019-01-03 14:00:00,2019-01-03,-0.004166376359926893,-0.004035168593803802,-0.00013120776612309155,39.23141663732041,40.37018715017271,41.3305029130464,4.970384376861142,61.111111111110795,51.851851851851045,4.973966035756596,4.964168076787679,4.954370117818763,-0.009999999999999787,,,,,,,,
84,84,2019-01-03 14:05:00,4.96,4.97,4.97,4.96,2398414.0,11910368.0,2019-01-03 14:05:00,2019-01-03,-0.0035157121278084347,-0.003931277300604728,0.00041556517279629345,58.16247757869928,50.64067026100578,44.90816297028319,4.95,83.33333333333334,66.66666666666633,4.974346343691752,4.9645483847228356,4.954750425753919,0.0,,,,,,,,
85,85,2019-01-03 14:10:00,4.97,4.97,4.98,4.97,1892065.0,9406336.0,2019-01-03 14:10:00,2019-01-03,-0.0029658673632955157,-0.0037381953131428855,0.0007723279498473698,58.16247757869927,50.64067026100578,44.908162970283186,4.9510000000000005,72.22222222222157,72.22222222222187,4.975331819676778,4.965533860707861,4.955735901738945,0.009999999999999787,,,,,,,,
