,level_0,index,open,close,high,low,volume,money,datetime,date,MACD,MACDsignal,MACDhist,RSI5,RSI12,RSI30,SAR,slowk,slowd,upper,middle,lower,MOM,opt,last_p,sar_diff_day
821,821,2019-07-19 14:15:00,14.0,14.01,14.01,13.99,547500.0,7667041.0,2019-07-19 14:15:00,2019-07-19,0.031015362778937572,0.041040858175776296,-0.010025495396838724,56.92142605757448,58.96144890105205,60.95607004847798,14.042200000000001,33.333333333332575,33.88888888888812,14.026339482237706,14.002339482341426,13.978339482445147,0.0,-1.0,13.68,-0.1588799999999999
822,822,2019-07-19 14:20:00,14.01,13.99,14.02,13.99,1170700.0,16395578.0,2019-07-19 14:20:00,2019-07-19,0.02783414955224295,0.03839951645106963,-0.01056536689882668,40.52073641356096,52.966154281204936,58.81102781170977,14.038590000000001,29.761904761904066,31.031746031745275,14.019536477923548,13.999940560104648,13.980344642285747,-0.02999999999999936,-1.0,13.68,-0.1588799999999999
823,823,2019-07-19 14:25:00,13.99,14.0,14.0,13.98,876500.0,12261483.0,2019-07-19 14:25:00,2019-07-19,0.02582226853927949,0.0358840668687116,-0.01006179832943211,49.597277027698354,55.437699447765645,59.547335411895084,14.035160500000002,30.9523809523802,31.34920634920555,14.01434531312427,13.998345313283025,13.98234531344178,-0.009999999999999787,-1.0,13.68,-0.1588799999999999
824,824,2019-07-19 14:30:00,13.98,13.99,14.0,13.97,701200.0,9808075.0,2019-07-19 14:30:00,2019-07-19,0.02315401682212226,0.033338056859393735,-0.010184040037271476,41.65212904384768,52.432016399548196,58.46613556762163,14.031902475000003,22.619047619047052,27.777777777777043,14.012460728815643,13.996460728974398,13.980460729133153,0.0,-1.0,13.68,-0.1588799999999999
825,825,2019-07-19 14:35:00,13.99,14.0,14.02,13.99,1531700.0,21451728.0,2019-07-19 14:35:00,2019-07-19,0.021597363575663664,0.03098991820264772,-0.009392554626984056,51.38655915445454,55.08836696800849,59.231886464911675,14.028807351250002,30.357142857142133,27.976190476189732,14.010544904304467,13.99557827492059,13.980611645536712,0.009999999999999787,-1.0,13.68,-0.09510400000000097
826,826,2019-07-19 14:40:00,14.0,13.99,14.01,13.99,758900.0,10623722.0,2019-07-19 14:40:00,2019-07-19,0.019333918854641752,0.028658718333046528,-0.009324799478404776,42.519431177866814,51.925095166864885,58.12332724708311,14.025866983687502,31.94444444444396,28.306878306877653,14.004278253158523,13.994480294437622,13.984682335716721,-0.019999999999999574,-1.0,13.68,-0.09510400000000097
827,827,2019-07-19 14:45:00,14.0,13.99,14.0,13.98,777200.0,10870956.0,2019-07-19 14:45:00,2019-07-19,0.01734023516888783,0.026395021700214787,-0.009054786531326957,42.51943117786681,51.925095166864885,58.123327247083104,14.023073634503127,36.944444444444144,33.08201058201002,14.002953720990467,13.993155762269566,13.983357803548666,0.0,-1.0,13.68,-0.09510400000000097
828,828,2019-07-19 14:50:00,13.98,13.99,14.0,13.97,1248700.0,17462750.0,2019-07-19 14:50:00,2019-07-19,0.015580622763595287,0.024232141912890887,-0.0086515191492956,42.519431177866814,51.925095166864885,58.12332724708311,14.02041995277797,37.77777777777775,35.55555555555522,13.9998499441192,13.991849944427727,13.983849944736255,-0.009999999999999787,-1.0,13.68,-0.09510400000000097
829,829,2019-07-19 14:55:00,13.99,13.99,14.01,13.99,2502000.0,35023241.0,2019-07-19 14:55:00,2019-07-19,0.0140244521011752,0.022190603950547748,-0.008166151849372548,42.519431177866814,51.925095166864885,58.12332724708311,14.017898955139072,39.99999999999998,38.24074074074056,13.998755159228262,13.99075515953679,13.982755159845317,0.0,-1.0,13.68,-0.09510400000000097
830,830,2019-07-19 15:00:00,13.99,13.99,14.01,13.99,2008800.0,28118082.0,2019-07-19 15:00:00,2019-07-19,0.012645407256245633,0.020281564611687324,-0.007636157355441691,42.51943117786682,51.925095166864885,58.12332724708311,14.01550400738212,39.99999999999998,39.259259259259174,13.98995387106958,13.98995387106958,13.98995387106958,-0.009999999999999787,-1.0,13.68,-0.09510400000000097
831,831,2019-07-22 09:35:00,13.96,13.94,14.02,13.85,5499500.0,76688640.0,2019-07-22 09:35:00,2019-07-22,0.007432247822112714,0.017711701253772402,-0.010279453431659688,11.703617739867548,35.96922482235088,52.32264216899332,13.85,44.31372549019604,41.43790849673194,14.02360105085415,13.983601050914594,13.943601050975037,-0.05000000000000071,-1.0,13.68,-0.060083200000001113
832,832,2019-07-22 09:40:00,13.94,13.91,13.99,13.9,2217300.0,30909050.0,2019-07-22 09:40:00,2019-07-22,0.0008700032760291521,0.014343361658223752,-0.0134733583821946,7.582224263705846,29.946083653540583,49.27059570460738,13.85,42.74509803921575,42.35294117647053,14.036454527941569,13.97000153707421,13.903548546206853,-0.08000000000000007,-1.0,13.68,-0.060083200000001113
833,833,2019-07-22 09:45:00,13.9,13.86,13.92,13.86,2267000.0,31465031.0,2019-07-22 09:45:00,2019-07-22,-0.008269874966925883,0.009820714333193824,-0.018090589300119708,4.373587594603571,22.956701810885257,44.768205158785356,13.85,31.372549019607863,39.477124183006495,14.046469718063399,13.9473536245401,13.8482375310168,-0.13000000000000078,-1.0,13.68,-0.060083200000001113
834,834,2019-07-22 09:50:00,13.85,13.85,13.86,13.76,2911800.0,40235809.0,2019-07-22 09:50:00,2019-07-22,-0.01613422544255272,0.004629726378044516,-0.020763951820597235,3.955153321913923,21.844315267863994,43.93750556040266,14.02,25.26395173454,33.127199597787815,14.023732073245448,13.920194640423638,13.816657207601828,-0.14000000000000057,0.0,13.68,-0.060083200000001113
835,835,2019-07-22 09:55:00,13.86,13.87,13.92,13.83,1540100.0,21384321.0,2019-07-22 09:55:00,2019-07-22,-0.02051644618052073,-0.0003995081336685344,-0.020116938046852197,22.493381327682638,29.317048299170356,46.010218413353,14.007,27.601809954751,28.079436902966236,13.964084801882931,13.896438663815076,13.82879252574722,-0.120000000000001,-1.0,13.68,-0.060083200000001113
836,836,2019-07-22 10:00:00,13.87,13.88,13.9,13.85,1017000.0,14114935.0,2019-07-22 10:00:00,2019-07-22,-0.02291828355436465,-0.004903263217807758,-0.018015020336556893,30.836889331422533,32.820638720426096,47.0233010629616,13.99465,41.02564102564108,31.297134238310644,13.921146480369606,13.879963959859026,13.838781439348447,-0.05999999999999872,-1.0,13.68,-0.060083200000001113
837,837,2019-07-22 10:05:00,13.88,13.94,13.95,13.88,1308700.0,18207772.0,2019-07-22 10:05:00,2019-07-22,-0.019752563165731374,-0.007873123207392481,-0.011879439958338893,61.73267581914058,49.27727417264833,52.5497517952896,13.9829175,52.56410256410262,40.397184514831515,13.940686810407628,13.877441257239163,13.814195704070697,0.02999999999999936,1.0,13.94,0.1899999999999995
838,838,2019-07-22 10:10:00,13.94,13.94,13.96,13.91,901200.0,12563455.0,2019-07-22 10:10:00,2019-07-22,-0.017047197469045372,-0.009707938059723059,-0.007339259409322313,61.73267581914058,49.277274172648326,52.54975179528961,13.971771624999999,61.53846153846164,51.70940170940173,13.95934231864811,13.88493801772691,13.81053371680571,0.08000000000000007,0.0,13.94,0.1899999999999995
839,839,2019-07-22 10:15:00,13.91,13.94,13.95,13.91,1359600.0,18950188.0,2019-07-22 10:15:00,2019-07-22,-0.014733338903617721,-0.010713018228501991,-0.00402032067511573,61.73267581914058,49.27727417264833,52.54975179528961,13.96118304375,69.23076923076917,61.11111111111109,13.961052487169692,13.897052487206075,13.833052487242458,0.08999999999999986,0.0,13.94,0.1899999999999995
840,840,2019-07-22 10:20:00,13.94,13.99,14.01,13.93,1378300.0,19273552.0,2019-07-22 10:20:00,2019-07-22,-0.008763981464566584,-0.01032321087571491,0.001559229411148326,77.84257490897578,59.90382956400827,56.71540658010355,13.76,76.82051282051283,69.19658119658116,13.985360734075886,13.915618351012668,13.84587596794945,0.120000000000001,0.0,13.94,0.1899999999999995
841,841,2019-07-22 10:25:00,13.99,13.94,14.0,13.93,1109300.0,15504642.0,2019-07-22 10:25:00,2019-07-22,-0.007975864024118096,-0.009853741505395548,0.001877877481277452,51.00320948348447,48.75983870519604,51.99350291527697,13.772499999999999,77.74358974358974,74.59829059829053,13.970700563822508,13.93070056388153,13.890700563940552,0.05999999999999872,0.0,13.94,0.1899999999999995
842,842,2019-07-22 10:30:00,13.95,13.9,13.97,13.88,1034500.0,14414109.0,2019-07-22 10:30:00,2019-07-22,-0.010458383248563408,-0.00997466985402912,-0.0004837133945342874,37.9265147563294,41.949192596643336,48.64199178121943,13.784374999999999,73.33333333333343,75.96581196581195,13.992754192182597,13.935622764795532,13.878491337408468,-0.03999999999999915,0.0,13.94,0.1899999999999995
843,843,2019-07-22 10:35:00,13.9,13.9,13.94,13.85,1302500.0,18088560.0,2019-07-22 10:35:00,2019-07-22,-0.012284193088243356,-0.010436574500871968,-0.0018476185873713882,37.926514756329404,41.94919259664333,48.641991781219424,13.795656249999999,55.62962962962974,68.9021842355176,13.999160156074261,13.93270716520776,13.866254174341258,-0.03999999999999915,0.0,13.94,0.15450000000000053
844,844,2019-07-22 10:40:00,13.88,13.87,13.89,13.82,1665100.0,23068915.0,2019-07-22 10:40:00,2019-07-22,-0.015967842471603433,-0.01154282809501826,-0.0044250143765851725,29.163998508658885,37.299088662973276,46.249206902683795,13.8063734375,40.40155945419102,56.45484080571802,14.005273301894498,13.922327536511197,13.839381771127897,-0.07000000000000028,0.0,13.94,0.15450000000000053
845,845,2019-07-22 10:45:00,13.85,13.79,13.88,13.78,2655600.0,36679020.0,2019-07-22 10:45:00,2019-07-22,-0.025053689225270404,-0.01424500032106869,-0.010808688904201714,16.475615257425787,28.203998169627802,40.72303453272135,14.01,23.184168149843085,39.73845241122124,13.999666871872506,13.899267668712682,13.798868465552857,-0.20000000000000107,0.0,13.94,0.15450000000000053
846,846,2019-07-22 10:50:00,13.8,13.82,13.83,13.78,1643000.0,22677417.0,2019-07-22 10:50:00,2019-07-22,-0.029493555608056,-0.01729471137846615,-0.012198844229589847,30.6240783727208,34.71628461829564,43.34896088897179,13.9985,16.018306636155533,26.534678080063173,13.96172877281281,13.873547142101422,13.785365511390035,-0.11999999999999922,0.0,13.94,0.15450000000000053
847,847,2019-07-22 10:55:00,13.82,13.82,13.87,13.81,655100.0,9063501.0,2019-07-22 10:55:00,2019-07-22,-0.032635974505017984,-0.020362964003776518,-0.012273010501241466,30.6240783727208,34.71628461829564,43.34896088897179,13.987575,13.043478260869781,17.415317682289427,13.929831796439984,13.850838125840255,13.771844455240526,-0.08000000000000007,0.0,13.94,0.15450000000000053
848,848,2019-07-22 11:00:00,13.83,13.84,13.87,13.83,745700.0,10317842.0,2019-07-22 11:00:00,2019-07-22,-0.033130622079504235,-0.02291649561892206,-0.010214126460582174,41.029497480290736,39.09900238855412,45.0845479229894,13.97719625,20.289855072464075,16.450546656496424,13.88853314988051,13.83576952609679,13.78300590231307,-0.0600000000000005,0.0,13.94,0.15450000000000053
849,849,2019-07-22 11:05:00,13.83,13.79,13.84,13.78,1585800.0,21877719.0,2019-07-22 11:05:00,2019-07-22,-0.037129213517298254,-0.0257590391985973,-0.011370174318700955,27.93580731650907,33.04817583359765,41.77464998712824,13.9673364375,16.007905138340067,16.447079490557936,13.860754797408152,13.821973358615367,13.783191919822581,-0.08000000000000007,0.0,13.94,0.1997750000000007
850,850,2019-07-22 11:10:00,13.79,13.81,13.82,13.78,833300.0,11491436.0,2019-07-22 11:10:00,2019-07-22,-0.038243446541013526,-0.028255920667080544,-0.009987525873932982,37.85235575302961,37.28343365486559,43.49131414108976,13.957969615625,15.473961583801588,17.25724059820187,13.844137674013393,13.811641520472605,13.779145366931818,0.02000000000000135,0.0,13.94,0.1997750000000007
851,851,2019-07-22 11:15:00,13.81,13.86,13.88,13.81,786800.0,10891849.0,2019-07-22 11:15:00,2019-07-22,-0.03469199439103576,-0.029543135411871587,-0.005148858979164176,56.54078831669271,46.511422423455805,47.49480440682159,13.94907113484375,23.444976076555154,18.308947599565563,13.85919420689047,13.81086202305005,13.762529839209629,0.03999999999999915,0.0,13.94,0.1997750000000007
852,852,2019-07-22 11:20:00,13.85,13.86,13.89,13.84,780800.0,10826654.0,2019-07-22 11:20:00,2019-07-22,-0.03151416727192391,-0.029937341783882052,-0.0015768254880418574,56.54078831669271,46.511422423455805,47.494804406821586,13.940617578101563,46.17224880382768,28.363728821394762,13.87288231294753,13.817168759884638,13.761455206821745,0.03999999999999915,0.0,13.94,0.1997750000000007
853,853,2019-07-22 11:25:00,13.86,13.87,13.92,13.85,1254500.0,17417014.0,2019-07-22 11:25:00,2019-07-22,-0.027867560072939668,-0.029523385441693577,0.001655825368753909,60.27392496320173,48.32127697866939,48.27907576636068,13.932586699196484,62.33766233766198,43.984962406014894,13.891637345990398,13.827887836228712,13.764138326467025,0.02999999999999936,0.0,13.94,0.1997750000000007
854,854,2019-07-22 11:30:00,13.89,13.89,13.94,13.87,1424100.0,19817552.0,2019-07-22 11:30:00,2019-07-22,-0.02309751101307711,-0.028238210555970283,0.0051406995428931734,67.29689799004504,51.874149312884875,49.82955266784088,13.78,68.58766233766221,59.03252449305058,13.894831137710856,13.842067513924981,13.789303890139106,0.10000000000000142,0.0,13.94,0.1997750000000007
855,855,2019-07-22 13:05:00,13.88,13.81,13.89,13.81,1166500.0,16142742.0,2019-07-22 13:05:00,2019-07-22,-0.025478839971723843,-0.027686336439120995,0.002207496467397152,35.72164664403522,39.90329512344945,44.33053354258264,13.788,50.595238095238436,60.506854256854176,13.90014749249372,13.847383868707844,13.794620244921969,0.0,0.0,13.94,0.13578625000000066
856,856,2019-07-22 13:10:00,13.81,13.83,13.85,13.8,1026700.0,14176634.0,2019-07-22 13:10:00,2019-07-22,-0.025458754797197614,-0.02724082011073632,0.0017820653135387048,43.94115658708296,43.461623748896294,45.8752798684165,13.7956,39.58333333333393,52.92207792207816,13.904029153859392,13.846897726475312,13.789766299091232,-0.02999999999999936,0.0,13.94,0.13578625000000066
857,857,2019-07-22 13:15:00,13.83,13.82,13.85,13.81,377200.0,5215263.0,2019-07-22 13:15:00,2019-07-22,-0.025950611087273145,-0.026982778306043682,0.001032167218770537,40.68923042716946,42.101884920624855,45.2261626735299,13.8,25.00000000000055,38.39285714285761,13.903869218893561,13.842420052952107,13.780970887010653,-0.03999999999999915,0.0,13.94,0.13578625000000066
858,858,2019-07-22 13:20:00,13.82,13.85,13.86,13.81,486100.0,6726840.0,2019-07-22 13:20:00,2019-07-22,-0.02364707272665001,-0.02631563719016495,0.00266856446351494,53.57365329192669,47.479483220982296,47.53024470546222,13.8,33.3333333333337,32.63888888888936,13.896438884716705,13.839870342268071,13.783301799819437,-0.019999999999999574,0.0,13.94,0.13578625000000066
859,859,2019-07-22 13:25:00,13.85,13.84,13.86,13.81,771900.0,10677376.0,2019-07-22 13:25:00,2019-07-22,-0.022370544692240202,-0.02552661869058,0.0031560739983397985,49.126932918789734,45.928270593311964,46.85066171406688,13.807,32.440476190476296,30.25793650793682,13.866970182231553,13.838685911074059,13.810401639916565,-0.05000000000000071,0.0,13.94,0.13578625000000066
860,860,2019-07-22 13:30:00,13.84,13.84,13.85,13.82,565800.0,7825412.0,2019-07-22 13:30:00,2019-07-22,-0.021115480908104445,-0.02464439113408489,0.003528910225980446,49.12693291878973,45.92827059331196,46.850661714066874,13.81,33.63095238095219,33.1349206349207,13.858731579053245,13.838335501124952,13.817939423196659,0.02999999999999936,0.0,13.94,0.13578625000000066
861,861,2019-07-22 13:35:00,13.83,13.85,13.87,13.82,401300.0,5557696.0,2019-07-22 13:35:00,2019-07-22,-0.019093815767734057,-0.023534276060814725,0.004440460293080668,54.96725744909602,47.951973416999614,47.65164236485166,13.81,30.952380952380555,32.34126984126965,13.861503800034141,13.8395948978524,13.81768599567066,0.019999999999999574,0.0,13.94,0.17249693750000183
862,862,2019-07-22 13:40:00,13.86,13.84,13.87,13.84,348000.0,4819337.0,2019-07-22 13:40:00,2019-07-22,-0.01809001754359585,-0.02244542435737095,0.004355406813775102,48.069211679681885,46.07095830607157,46.9201549515642,13.816500000000001,30.952380952380555,31.845238095237736,13.85046895901313,13.84067100029803,13.830873041582931,0.019999999999999574,0.0,13.94,0.17249693750000183
863,863,2019-07-22 13:45:00,13.84,13.86,13.87,13.83,803600.0,11126060.0,2019-07-22 13:45:00,2019-07-22,-0.015501970301965429,-0.021056733546289848,0.005554763244324419,60.47085925702306,50.32265912753077,48.55408380631052,13.82,43.650793650792934,35.18518518518465,13.859529854445146,13.843529854600348,13.82752985475555,0.009999999999999787,0.0,13.94,0.17249693750000183
864,864,2019-07-22 13:50:00,13.85,13.83,13.87,13.83,809200.0,11206194.0,2019-07-22 13:50:00,2019-07-22,-0.01569079972459697,-0.019983546781951272,0.004292747057354301,41.76825530795064,44.57241856234981,46.34058387278648,13.826,46.03174603174546,40.211640211639626,13.864421227091997,13.844025149152557,13.823629071213118,-0.009999999999999787,0.0,13.94,0.17249693750000183
865,865,2019-07-22 13:55:00,13.83,13.83,13.85,13.8,1173500.0,16217540.0,2019-07-22 13:55:00,2019-07-22,-0.015659930471962014,-0.01911882351995342,0.003458893047991407,41.76825530795064,44.5724185623498,46.340583872786475,13.94,50.79365079365035,46.82539682539622,13.86559548626994,13.842271678788244,13.818947871306547,-0.009999999999999787,0.0,13.94,0.17249693750000183
866,866,2019-07-22 14:00:00,13.83,13.81,13.83,13.8,1279600.0,17674023.0,2019-07-22 14:00:00,2019-07-22,-0.017052726009390895,-0.018705604017840917,0.001652878008450022,31.59069144611045,40.86743977145879,44.880861745458375,13.933,33.33333333333333,43.38624338624302,13.869535921433187,13.837039767881905,13.804543614330623,-0.03999999999999915,0.0,13.94,0.17249693750000183
867,867,2019-07-22 14:05:00,13.81,13.79,13.81,13.78,1583000.0,21835499.0,2019-07-22 14:05:00,2019-07-22,-0.019545056119804727,-0.01887349443823368,-0.0006715616815710472,24.215139974697983,37.46971298954321,43.464523856871395,13.92635,22.75132275132267,35.626102292768756,13.874351682798263,13.82770406768742,13.781056452576578,-0.05000000000000071,0.0,13.94,0.1898720906250002
868,868,2019-07-22 14:10:00,13.79,13.8,13.83,13.78,791600.0,10922641.0,2019-07-22 14:10:00,2019-07-22,-0.02047727992574444,-0.019194251535735833,-0.0012830283900086073,33.86549888366357,40.182393331096755,44.372528906908144,13.911715,15.873015873016302,23.985890652557405,13.849946353699233,13.81794635376805,13.785946353836868,-0.05999999999999872,0.0,13.94,0.1898720906250002
869,869,2019-07-22 14:15:00,13.81,13.83,13.83,13.8,575800.0,7949663.0,2019-07-22 14:15:00,2019-07-22,-0.018581132993922722,-0.019071627827373212,0.0004904948334504902,55.23954603322087,47.61925471966163,47.013577080016354,13.898543499999999,29.629629629630347,22.751322751323077,13.845174080742419,13.813174080811237,13.781174080880055,0.0,0.0,13.94,0.1898720906250002
870,870,2019-07-22 14:20:00,13.83,13.83,13.84,13.81,482800.0,6675674.0,2019-07-22 14:20:00,2019-07-22,-0.016883796987578137,-0.018634061659414197,0.0017502646718360604,55.23954603322087,47.619254719661626,47.013577080016354,13.886689149999999,44.44444444444553,29.98236331569736,13.844931812762356,13.812931812831174,13.780931812899992,0.0,0.0,13.94,0.1898720906250002
871,871,2019-07-22 14:25:00,13.82,13.82,13.84,13.81,634000.0,8764439.0,2019-07-22 14:25:00,2019-07-22,-0.016159288185027876,-0.01813910696453693,0.0019798187795090558,47.28083729295388,45.38109295363448,46.230612860466344,13.876020234999999,51.851851851852786,41.97530864197619,13.846703827632181,13.81420767407915,13.781711520526118,0.009999999999999787,0.0,13.94,0.1898720906250002
872,872,2019-07-22 14:30:00,13.82,13.81,13.83,13.8,731900.0,10109522.0,2019-07-22 14:30:00,2019-07-22,-0.016205222448729018,-0.01775233006137535,0.001547107612646332,40.06526836583608,43.167710538774244,45.44762847299461,13.8664182115,44.44444444444553,46.913580246914584,13.837887470128793,13.814563662639785,13.791239855150776,0.02000000000000135,0.0,13.94,0.1898720906250002
873,873,2019-07-22 14:35:00,13.82,13.83,13.85,13.81,511000.0,7067030.0,2019-07-22 14:35:00,2019-07-22,-0.014461094336827074,-0.017094082916465695,0.002632988579638621,56.61704342638971,48.633808686912054,47.2944833847448,13.857776390349999,49.73544973545077,48.67724867724966,13.832248724896505,13.816248725033944,13.800248725171382,0.02999999999999936,0.0,13.94,0.1778784860937499
874,874,2019-07-22 14:40:00,13.83,13.83,13.84,13.81,474000.0,6552598.0,2019-07-22 14:40:00,2019-07-22,-0.012929813402012158,-0.016261229013574987,0.003331415611562829,56.61704342638972,48.633808686912054,47.2944833847448,13.85,58.730158730159644,50.97001763668528,13.835008534817693,13.819008534955131,13.80300853509257,0.0,0.0,13.94,0.1778784860937499
875,875,2019-07-22 14:45:00,13.85,13.83,13.85,13.81,1063900.0,14704518.0,2019-07-22 14:45:00,2019-07-22,-0.011582743571009857,-0.015325531925061961,0.003742788354052104,56.61704342638971,48.633808686912054,47.2944833847448,13.78,71.42857142857214,59.96472663139415,13.838096287758336,13.822096287895775,13.806096288033213,0.0,0.0,13.94,0.1778784860937499
876,876,2019-07-22 14:50:00,13.81,13.82,13.82,13.8,999000.0,13795259.0,2019-07-22 14:50:00,2019-07-22,-0.011193070699755836,-0.014499039680000736,0.0033059689802449003,44.59120722640818,45.775859714818544,46.424509448333886,13.7835,66.6666666666675,65.6084656084664,13.839761893847683,13.823761893985122,13.80776189412256,0.0,0.0,13.94,0.1778784860937499
877,877,2019-07-22 14:55:00,13.81,13.83,13.84,13.8,1933000.0,26723368.0,2019-07-22 14:55:00,2019-07-22,-0.009962494282678591,-0.013591730600536308,0.003629236317857717,56.216176106855876,49.042581633853914,47.42496677383309,13.786825,62.85714285714345,66.98412698412767,13.833247526716066,13.82524752696775,13.817247527219434,0.019999999999999574,0.0,13.94,0.1778784860937499
878,878,2019-07-22 15:00:00,13.83,13.85,13.85,13.83,1362200.0,18855115.0,2019-07-22 15:00:00,2019-07-22,-0.007289393166361791,-0.012331263113701404,0.005041869947339614,71.28005290728969,54.96245910111174,49.380666120059885,13.789983750000001,72.38095238095273,67.30158730158787,13.848637705613635,13.829041787774429,13.809445869935223,0.019999999999999574,0.0,13.94,0.1778784860937499
879,879,2019-07-23 09:35:00,13.86,13.82,13.87,13.79,2429700.0,33598298.0,2019-07-23 09:35:00,2019-07-23,-0.0075051755605155535,-0.011366045603064234,0.0038608700425486805,43.328810937365695,46.183008478047206,46.68588998302947,13.87,65.83333333333378,67.02380952380997,13.852686721109963,13.830777818902277,13.80886891669459,-0.009999999999999787,0.0,13.94,0.12648456178906287
880,880,2019-07-23 09:40:00,13.82,13.73,13.82,13.72,3454200.0,47513984.0,2019-07-23 09:40:00,2019-07-23,-0.014768193954106223,-0.012046475273272631,-0.0027217186808335923,17.53849439670381,30.32828064969898,39.92431679291681,13.87,48.055555555555976,62.08994708994748,13.90269574127218,13.819749975883397,13.736804210494615,-0.09999999999999964,-1.0,13.94,0.12648456178906287
881,881,2019-07-23 09:45:00,13.74,13.73,13.76,13.71,2565600.0,35220712.0,2019-07-23 09:45:00,2019-07-23,-0.020290294473824133,-0.013695239113382931,-0.006595055360441202,17.53849439670381,30.328280649698975,39.92431679291681,13.87,18.88888888888927,44.25925925925966,13.903286895770117,13.800214105975584,13.697141316181051,-0.08999999999999986,-1.0,13.94,0.12648456178906287
882,882,2019-07-23 09:50:00,13.72,13.67,13.73,13.65,4617800.0,63166177.0,2019-07-23 09:50:00,2019-07-23,-0.029171822864215713,-0.016790555863549488,-0.012381267000666225,10.826069120293631,23.836017333572524,36.1853614289752,13.846,9.419191919191789,25.454545454545656,13.902883839868965,13.771430426083619,13.639977012298273,-0.16000000000000014,-1.0,13.94,0.12648456178906287
883,883,2019-07-23 09:55:00,13.67,13.68,13.69,13.65,2991500.0,40898162.0,2019-07-23 09:55:00,2019-07-23,-0.035000122054816174,-0.020432469101802825,-0.01456765295301335,17.411237401581463,26.689351946114392,37.19938647156663,13.8068,11.742424242424066,13.350168350168353,13.847464702982933,13.74118206095742,13.634899418931909,-0.16999999999999993,-1.0,13.94,0.12648456178906287
884,884,2019-07-23 10:00:00,13.67,13.71,13.73,13.67,1717300.0,23521622.0,2019-07-23 10:00:00,2019-07-23,-0.03677442914654172,-0.023700861110750603,-0.013073568035791117,35.32208845226536,34.69603152267988,40.15080754008346,13.775440000000001,16.66666666666666,12.609427609427485,13.768223026693118,13.718263042746244,13.66830305879937,-0.10999999999999943,-1.0,13.94,0.12648456178906287
885,885,2019-07-23 10:05:00,13.72,13.73,13.74,13.7,1295400.0,17773762.0,2019-07-23 10:05:00,2019-07-23,-0.03615003237628045,-0.026190695363856573,-0.009959337012423877,45.221785206077044,39.50141354547312,42.02971218856339,13.750352000000001,25.757575757575875,18.055555555555515,13.75618971490437,13.706229730957496,13.656269747010622,0.0,-1.0,13.94,0.25566033369960905
886,886,2019-07-23 10:10:00,13.73,13.71,13.74,13.7,1104100.0,15146167.0,2019-07-23 10:10:00,2019-07-23,-0.03684430804201533,-0.028321417899488326,-0.008522890142527002,37.95917576062703,36.56609342879009,40.70766813189453,13.65,30.303030303030614,24.242424242424363,13.74426128508653,13.700443480529756,13.656625675972982,-0.019999999999999574,-1.0,13.94,0.25566033369960905
887,887,2019-07-23 10:15:00,13.71,13.69,13.72,13.68,1368100.0,18735089.0,2019-07-23 10:15:00,2019-07-23,-0.038563819654292786,-0.030369898250449216,-0.00819392140384357,31.612895149783206,33.824151190429596,39.4247992822236,13.6545,27.272727272727366,27.77777777777793,13.730822045277218,13.695950853784325,13.661079662291431,0.019999999999999574,-1.0,13.94,0.25566033369960905
888,888,2019-07-23 10:20:00,13.68,13.7,13.72,13.67,835000.0,11425216.0,2019-07-23 10:20:00,2019-07-23,-0.03867382083594251,-0.03203068276754788,-0.00664313806839463,38.082745100003706,36.42447974568258,40.396364692115036,13.658775,24.955436720142416,27.510398098633445,13.719636536673605,13.693103538418534,13.666570540163463,0.019999999999999574,-1.0,13.94,0.25566033369960905
889,889,2019-07-23 10:25:00,13.7,13.7,13.73,13.68,1245500.0,17055545.0,2019-07-23 10:25:00,2019-07-23,-0.038319276794943846,-0.03328840157302707,-0.005030875221916774,38.0827451000037,36.42447974568258,40.396364692115036,13.66283625,31.01604278074811,27.74806892453928,13.718889657833282,13.691760337966457,13.664631018099632,-0.010000000000001563,-1.0,13.94,0.25566033369960905
890,890,2019-07-23 10:30:00,13.72,13.71,13.74,13.69,1003800.0,13755715.0,2019-07-23 10:30:00,2019-07-23,-0.03680709241188396,-0.03399213974079845,-0.002814952671085509,46.05676002152019,39.264668682277886,41.402150206341766,13.6666944375,47.17765894236459,34.383046147751685,13.707702005967024,13.69273537653757,13.677768747108116,-0.019999999999999574,-1.0,13.94,0.25566033369960905
891,891,2019-07-23 10:35:00,13.71,13.72,13.74,13.7,627500.0,8606999.0,2019-07-23 10:35:00,2019-07-23,-0.03440515772530617,-0.03407474333769999,-0.0003304143876061774,53.53651163040517,42.08708636637807,42.4075105167339,13.670359715625,63.299663299663415,47.16445500759202,13.716829904110284,13.696433826151335,13.676037748192385,0.009999999999999787,-1.0,13.94,0.22409430032964828
892,892,2019-07-23 10:40:00,13.73,13.73,13.75,13.72,448800.0,6165534.0,2019-07-23 10:40:00,2019-07-23,-0.03133349769764138,-0.03352649420968827,0.0021929965120468936,60.40014068600268,44.88134775835018,43.411868797455234,13.673841729843751,73.14814814814868,61.208490130058884,13.72603907929314,13.702715271799256,13.679391464305374,0.040000000000000924,-1.0,13.94,0.22409430032964828
893,893,2019-07-23 10:45:00,13.74,13.74,13.75,13.72,643400.0,8835302.0,2019-07-23 10:45:00,2019-07-23,-0.027772128756335945,-0.0323756211190178,0.0046034923626818575,66.57255641261767,47.63748400114394,44.414650521546974,13.681457556859376,80.09259259259301,72.18013468013503,13.739385255535892,13.71110098435227,13.68281671316865,0.040000000000000924,-1.0,13.94,0.22409430032964828
