,level_0,index,open,close,high,low,volume,money,datetime,date,MACD,MACDsignal,MACDhist,RSI5,RSI12,RSI30,SAR,slowk,slowd,upper,middle,lower,MOM,rsv,reseau,thh_sale,thh_buy,opt_result,money_total,stk_amount,total_earn
16,16,2019-01-24 15:00:00,23.86,24.46,24.82,23.86,7076935.0,30140.5,2019-01-24 15:00:00,2019-01-24,,,,58.10523379222386,60.20133362661896,,27.087999999999997,55.63203025918002,64.3353634027425,,,,0.620000000000001,0.47088607594936577,1.0068175662237973,0.9481927459120292,1.0654423865355651,no-opt,53377.5,950.0,0.0
17,17,2019-01-25 15:00:00,24.37,23.83,24.37,22.8,9585443.0,30140.5,2019-01-25 15:00:00,2019-01-25,,,,47.62029119334341,55.8534815914641,,26.8771,52.10573443363816,57.19614205539881,,,,-1.4500000000000028,0.5286532951289381,0.9617022779127027,1.0168141563031121,0.9065903995222933,no-opt,52779.0,950.0,0.0
18,18,2019-01-28 15:00:00,23.42,23.03,23.61,22.9,4504398.0,25534.5,2019-01-28 15:00:00,2019-01-28,,,,37.01755444460039,50.77369558913314,,26.469389999999997,40.0580413284023,49.26526867374016,,,,-2.8599999999999994,0.6130198915009025,0.9260408494627612,1.135362922126131,0.7167187767993914,buy,52019.0,1150.0,0.0
19,19,2019-01-29 15:00:00,22.93,24.04,24.61,22.23,16876497.0,25534.5,2019-01-29 15:00:00,2019-01-29,,,,53.39370748432983,56.25342565435651,,26.102451,33.375842971781616,41.84653957794069,,,,-0.03999999999999915,0.6307420494699648,0.8246558631123384,1.040290258413798,0.6090214678108786,no-opt,53180.5,1150.0,0.0
20,20,2019-01-30 15:00:00,23.24,24.61,24.99,23.24,15390001.0,30456.5,2019-01-30 15:00:00,2019-01-30,,,,60.61741400190851,59.05924570888661,,25.52158335,34.160104986876625,35.86466309568684,,,,0.120000000000001,0.6728682170542624,0.8612402649464711,1.159002403059745,0.5634781268331971,sale,53836.0,950.0,315.99999999999966
21,21,2019-01-31 15:00:00,24.44,25.3,25.52,23.71,13610143.0,30456.5,2019-01-31 15:00:00,2019-01-31,,,,68.0991452585788,62.25611690663692,,22.23,47.63779527559054,38.39124774474959,,,,0.8399999999999999,0.7324364723467852,0.9455790378830942,1.3851531496643212,0.506004926101867,no-opt,54491.5,950.0,315.99999999999966
22,22,2019-02-01 15:00:00,25.09,25.75,26.03,24.26,17258241.0,35606.5,2019-02-01 15:00:00,2019-02-01,,,,72.37713749437262,64.24261015087541,,22.3945,66.63834783809916,49.478749366855446,,,,1.9200000000000017,0.7964376590330777,0.9762100427089129,1.5549808822793347,0.39743920313849096,sale,54919.0,750.0,650.0
23,23,2019-02-11 15:00:00,25.33,25.88,26.37,25.09,17295588.0,35606.5,2019-02-11 15:00:00,2019-02-11,,,,73.65301631005964,64.82603013438663,,22.75805,80.40963367374651,64.89525892914541,,,,2.849999999999998,0.7743362831858406,1.0027602325250609,1.5529472627600498,0.452573202290072,no-opt,55016.5,750.0,650.0
24,24,2019-02-12 15:00:00,25.62,24.84,25.62,24.72,11278026.0,30638.5,2019-02-12 15:00:00,2019-02-12,,,,50.381970753537175,56.74573433388376,,23.2998425,81.2797694719891,76.10925032794493,26.161200566293207,25.171768405910356,24.182336245527505,0.8000000000000007,0.6745362563237767,0.8559343697412234,1.1547175308481923,0.5571512086342546,buy,54236.5,950.0,650.0
25,25,2019-02-13 15:00:00,24.73,26.72,26.97,24.16,26246709.0,35982.5,2019-02-13 15:00:00,2019-02-13,,,,71.05026052896457,65.28007038417122,,23.760366125,81.97782262174114,81.22240858915893,26.725804055739864,25.468861734072036,24.211919412404207,2.1099999999999994,0.7175792507204616,0.9528953772736357,1.367555901678014,0.5382348528692573,sale,56022.5,750.0,1025.9999999999998
26,26,2019-02-14 15:00:00,25.98,26.78,27.0,25.49,23096325.0,35982.5,2019-02-14 15:00:00,2019-02-14,,,,71.52347223400972,65.51695040100908,,24.16,84.38568577611785,82.54775928994938,27.257148463171536,25.82910924802438,24.401070032877225,1.4800000000000004,0.7297709923664135,0.9971698637600752,1.4554112820681429,0.5389284454520075,no-opt,56067.5,750.0,1025.9999999999998
27,27,2019-02-15 15:00:00,26.32,25.87,26.59,25.55,13443943.0,30808.5,2019-02-15 15:00:00,2019-02-15,,,,54.6025538836226,58.87137663081183,,24.16,88.80795053472389,85.05715297752765,27.491875640978947,26.07707388808278,24.662272135186612,0.120000000000001,0.6852146263911018,0.8814224157011193,1.2079270625347698,0.5549177688674689,buy,55385.0,950.0,1025.9999999999998
28,28,2019-02-18 15:00:00,25.94,25.93,26.44,25.24,19311618.0,30808.5,2019-02-18 15:00:00,2019-02-18,,,,55.470794615939035,59.16927240806484,,24.728,81.08022213301219,84.75795281461798,27.614998730326448,26.203537076579593,24.79207542283274,0.05000000000000071,0.7375565610859779,0.7012628784412771,1.034442074080805,0.36808368280174925,no-opt,55442.0,950.0,1025.9999999999998
29,29,2019-02-19 15:00:00,25.43,24.33,25.51,24.33,15770034.0,25942.5,2019-02-19 15:00:00,2019-02-19,,,,33.87507302839368,48.8716988512362,,27.0,55.56593684353617,75.15136983709077,27.821590867369842,26.052948450147497,24.28430603292515,-0.5100000000000016,0.4630738522954204,0.8417818052939194,0.7796142867392976,0.9039493238485413,buy,53922.0,1150.0,1025.9999999999998
30,30,2019-02-20 15:00:00,23.87,23.79,24.13,23.45,8057168.0,25942.5,2019-02-20 15:00:00,2019-02-20,,,,29.096219805872455,45.92873138059599,54.610564010743055,26.8665,33.32166759421775,56.65594219025539,27.87112236782512,25.657491865686637,23.443861363548155,-2.9299999999999997,0.32775119617226073,1.0591959009574405,0.6943054470391131,1.4240863548757678,no-opt,53301.0,1150.0,1025.9999999999998
31,31,2019-02-21 15:00:00,23.74,24.01,24.66,23.6,9137957.0,25942.5,2019-02-21 15:00:00,2019-02-21,,,,33.84870462889679,47.33815510403414,55.06830058368731,26.524849999999997,14.73236582616263,34.53999008797221,27.038374296910913,25.18668965853469,23.335005020158466,-2.7699999999999996,0.3468899521531214,0.8550770941649178,0.5932353045641968,1.1169188837656387,no-opt,53554.0,1150.0,1025.9999999999998
32,32,2019-02-22 15:00:00,23.84,24.09,24.33,23.46,7390324.0,25942.5,2019-02-22 15:00:00,2019-02-22,,,,35.804543002412146,47.87711853825677,55.23810923536087,26.217364999999997,14.460093896713625,20.838042439031355,26.2993049556869,24.760058386745584,23.220811817804268,-1.7800000000000011,0.36387434554975356,0.6929840538635396,0.5043182381520213,0.881649869575058,no-opt,53646.0,1150.0,1025.9999999999998
33,33,2019-02-25 15:00:00,24.24,25.06,25.17,24.24,10861535.0,25942.5,2019-02-25 15:00:00,2019-02-25,0.7036134278130177,1.1247699975456626,-0.4211565697326449,55.669543289649724,54.091862157841675,57.2639546569923,25.9406285,26.3849765258216,18.525812082899304,25.414987991600192,24.53994742111351,23.664906850626828,-0.870000000000001,0.6225352112676209,0.6958154038012005,0.8663391788172906,0.5252916287851105,no-opt,54761.5,1150.0,1025.9999999999998
34,34,2019-02-26 15:00:00,25.07,23.87,25.13,23.84,10763790.0,25942.5,2019-02-26 15:00:00,2019-02-26,0.5815101129914915,1.0161180206348284,-0.4346079076433369,37.753929787436164,46.64809911299141,54.15350662951924,25.691565649999998,25.070422535211264,21.971830985915517,25.27862711683361,24.358487996919138,23.438348877004664,-0.4599999999999973,0.45693779904307635,0.5949584301390594,0.5437179911797314,0.6461988690983874,no-opt,53393.0,1150.0,1025.9999999999998
35,35,2019-02-27 15:00:00,23.64,22.75,23.93,22.55,8461756.0,21392.5,2019-02-27 15:00:00,2019-02-27,0.3898734975274252,0.8908691160133477,-0.5009956184859226,27.38545178484939,40.87303142787927,51.43342834302008,25.467409084999996,20.711197880351403,24.055532313794775,25.527908898180627,24.057801419117382,22.587693940054137,-1.0399999999999991,0.37831858407080954,0.8098894845646214,0.6127924861086507,1.0069864830205921,buy,52105.0,1350.0,1025.9999999999998
36,36,2019-02-28 15:00:00,22.91,23.25,23.51,22.85,5158965.0,21392.5,2019-02-28 15:00:00,2019-02-28,0.27517388714928614,0.7677300702405354,-0.49255618309124927,37.03513618877636,44.23523164977161,52.53448150253317,25.13,11.592113192274354,19.124577869279026,25.317769468931118,23.747668835214355,22.177568201497593,-0.7600000000000016,0.3418604651162932,0.759358171579319,0.5191890754519279,0.99952726770671,no-opt,52780.0,1350.0,1025.9999999999998
37,37,2019-03-01 15:00:00,23.33,23.32,23.63,23.06,4024706.0,26056.5,2019-03-01 15:00:00,2019-03-01,0.18775768087411393,0.6517355923672511,-0.46397791149313716,38.46614285796458,44.71536185336403,52.689819156095666,24.743,16.319622391614516,16.20764448808011,25.073993704907775,23.49528537212521,21.916577039342645,-0.7699999999999996,0.2309644670050937,0.5987993434459885,0.27660274240400556,0.9209959444879715,sale,52874.5,1150.0,1139.9999999999998
38,38,2019-03-04 15:00:00,23.49,24.19,24.42,23.49,8570682.0,26056.5,2019-03-04 15:00:00,2019-03-04,0.1865312209049712,0.5586947180747951,-0.3721634971698239,54.523160649071,50.494491338740524,54.60010277061663,22.55,35.53459732422228,21.14877763603707,24.42737807413279,23.42039445957029,22.41341084500779,-0.8699999999999974,0.4410112359550709,0.6273806564641933,0.5533638374431552,0.7013974754852313,no-opt,53875.0,1150.0,1139.9999999999998
39,39,2019-03-05 15:00:00,24.35,24.23,24.36,23.88,6428418.0,26056.5,2019-03-05 15:00:00,2019-03-05,0.18663549049148287,0.4842828725581326,-0.29764738206664976,55.1950953328,50.75269933322233,54.687124730187676,22.6435,50.91035692180726,34.25485887921471,24.639749051572057,23.489138778717674,22.33852850586329,0.35999999999999943,0.6452830188679392,0.5539792730905616,0.7149468354602881,0.3930117107208351,no-opt,53921.0,1150.0,1139.9999999999998
40,40,2019-03-06 15:00:00,24.24,24.09,24.54,23.89,7185557.0,26056.5,2019-03-06 15:00:00,2019-03-06,0.17342219184283536,0.4221107364150732,-0.24868854457223782,51.84380748263517,49.76171206134856,54.310206844044906,22.732325,61.83206106870224,49.42567177157728,24.48920979117085,23.6161828729158,22.74315595466075,1.3399999999999999,0.5698113207547376,0.44891715562138745,0.5115961547081658,0.3862381565346092,no-opt,53760.0,1150.0,1139.9999999999998
41,41,2019-03-07 15:00:00,24.09,26.5,26.5,23.94,20054875.0,31356.5,2019-03-07 15:00:00,2019-03-07,0.353344283307937,0.40835744579364597,-0.05501316248570898,79.12155251495298,63.2406193047753,59.30497403436187,22.913092499999998,74.30025445292615,62.34755748114524,26.17227715354545,24.03242295290525,21.89256875226505,3.25,0.8211206896551786,0.9879698811949083,1.6224850204106158,0.3534547419792007,sale,56531.5,950.0,1574.0
42,42,2019-03-08 15:00:00,26.8,27.95,29.14,25.72,19829071.0,31356.5,2019-03-08 15:00:00,2019-03-08,0.6059516850733857,0.4478762936495939,0.1580753914237918,85.35881000026497,68.74468118314428,61.897503530993305,23.451128625,80.24032094274997,72.12421215479281,27.924594288588143,24.792658146199955,21.660722003811767,4.629999999999999,0.7503486750348741,1.701327942945293,2.553178335577617,0.8494775503129689,no-opt,57909.0,950.0,1574.0
